Year;Month;Day;Observer;Location;Site;Transect;Quad;Macro Height (cm);Turf Height (mm)
2019;August;19;MM;St Maarten;Moonscape;2;2;0;12
2019;August;19;MM;St Maarten;Moonscape;2;2;0;3
2019;August;19;MM;St Maarten;Moonscape;2;3;2;7
2019;August;19;MM;St Maarten;Moonscape;2;3;2;10
2019;August;19;MM;St Maarten;Moonscape;2;3;2.5;7
2019;August;19;MM;St Maarten;Moonscape;2;3;2;15
2019;August;19;MM;St Maarten;Moonscape;2;4;3;5
2019;August;19;MM;St Maarten;Moonscape;2;4;3;10
2019;August;19;MM;St Maarten;Moonscape;2;4;1.5;5
2019;August;19;MM;St Maarten;Moonscape;2;4;1;7
2019;August;19;MM;St Maarten;Moonscape;2;5;1;10
2019;August;19;MM;St Maarten;Moonscape;2;5;3;7
2019;August;19;MM;St Maarten;Moonscape;2;5;2;10
2019;August;19;MM;St Maarten;Moonscape;2;5;3;10
2019;August;19;MM;St Maarten;Moonscape;3;1;5;6
2019;August;19;MM;St Maarten;Moonscape;3;1;6;10
2019;August;19;MM;St Maarten;Moonscape;3;1;3;8
2019;August;19;MM;St Maarten;Moonscape;3;1;6;12
2019;August;19;MM;St Maarten;Moonscape;3;2;2;10
2019;August;19;MM;St Maarten;Moonscape;3;2;2;7
2019;August;19;MM;St Maarten;Moonscape;3;2;4;7
2019;August;19;MM;St Maarten;Moonscape;3;2;5;7
2019;August;19;MM;St Maarten;Moonscape;3;3;5;10
2019;August;19;MM;St Maarten;Moonscape;3;3;3;7
2019;August;19;MM;St Maarten;Moonscape;3;3;4;15
2019;August;19;MM;St Maarten;Moonscape;3;3;4;10
2019;August;19;MM;St Maarten;Moonscape;3;4;3;10
2019;August;19;MM;St Maarten;Moonscape;3;4;3;10
2019;August;19;MM;St Maarten;Moonscape;3;4;2;7
2019;August;19;MM;St Maarten;Moonscape;3;4;1.5;7
2019;August;19;MM;St Maarten;Moonscape;3;5;2.5;10
2019;August;19;MM;St Maarten;Moonscape;3;5;3;7
2019;August;19;MM;St Maarten;Moonscape;3;5;2;7
2019;August;19;MM;St Maarten;Moonscape;3;5;4;5
2019;August;20;MM;St Maarten;Fish Bowl;1;1;0.3;4
2019;August;20;MM;St Maarten;Fish Bowl;1;1;0.5;5
2019;August;20;MM;St Maarten;Fish Bowl;1;1;0;3
2019;August;20;MM;St Maarten;Fish Bowl;1;1;1;3
2019;August;20;MM;St Maarten;Fish Bowl;1;2;2;2
2019;August;20;MM;St Maarten;Fish Bowl;1;2;1;10
2019;August;20;MM;St Maarten;Fish Bowl;1;2;1.5;5
2019;August;20;MM;St Maarten;Fish Bowl;1;2;1;5
2019;August;20;MM;St Maarten;Fish Bowl;1;3;1;5
2019;August;20;MM;St Maarten;Fish Bowl;1;3;0.5;3
2019;August;20;MM;St Maarten;Fish Bowl;1;3;1;5
2019;August;20;MM;St Maarten;Fish Bowl;1;3;0.5;7
2019;August;20;MM;St Maarten;Fish Bowl;1;4;1;5
2019;August;20;MM;St Maarten;Fish Bowl;1;4;1;7
2019;August;20;MM;St Maarten;Fish Bowl;1;4;1;5
2019;August;20;MM;St Maarten;Fish Bowl;1;4;0.5;10
2019;August;20;MM;St Maarten;Fish Bowl;1;5;1.5;7
2019;August;20;MM;St Maarten;Fish Bowl;1;5;2;5
2019;August;20;MM;St Maarten;Fish Bowl;1;5;0.5;3
2019;August;20;MM;St Maarten;Fish Bowl;1;5;1;5
2019;August;20;MM;St Maarten;Fish Bowl;2;1;0.3;3
2019;August;20;MM;St Maarten;Fish Bowl;2;1;2;10
2019;August;20;MM;St Maarten;Fish Bowl;2;1;1.5;3
2019;August;20;MM;St Maarten;Fish Bowl;2;1;0.5;5
2019;August;20;MM;St Maarten;Fish Bowl;2;2;2;5
2019;August;20;MM;St Maarten;Fish Bowl;2;2;1;5
2019;August;20;MM;St Maarten;Fish Bowl;2;2;1;5
2019;August;20;MM;St Maarten;Fish Bowl;2;2;1;5
2019;August;20;MM;St Maarten;Fish Bowl;2;3;1;3
2019;August;20;MM;St Maarten;Fish Bowl;2;3;1;3
2019;August;20;MM;St Maarten;Fish Bowl;2;3;0.5;5
2019;August;20;MM;St Maarten;Fish Bowl;2;3;0.5;7
2019;August;20;MM;St Maarten;Fish Bowl;2;4;1;4
2019;August;20;MM;St Maarten;Fish Bowl;2;4;2;10
2019;August;20;MM;St Maarten;Fish Bowl;2;4;0.5;7
2019;August;20;MM;St Maarten;Fish Bowl;2;4;0.5;7
2019;August;20;MM;St Maarten;Fish Bowl;2;5;0.5;10
2019;August;20;MM;St Maarten;Fish Bowl;2;5;0.5;7
2019;August;20;MM;St Maarten;Fish Bowl;2;5;0.5;7
2019;August;20;MM;St Maarten;Fish Bowl;2;5;0;5
2019;August;20;MM;St Maarten;Fish Bowl;3;1;2;7
2019;August;20;MM;St Maarten;Fish Bowl;3;1;2.5;8
2019;August;20;MM;St Maarten;Fish Bowl;3;1;2;15
2019;August;20;MM;St Maarten;Fish Bowl;3;1;1;7
2019;August;20;MM;St Maarten;Fish Bowl;3;2;1;5
2019;August;20;MM;St Maarten;Fish Bowl;3;2;1;10
2019;August;20;MM;St Maarten;Fish Bowl;3;2;1;10
2019;August;20;MM;St Maarten;Fish Bowl;3;2;1;12
2019;August;20;MM;St Maarten;Fish Bowl;3;3;1.5;10
2019;August;20;MM;St Maarten;Fish Bowl;3;3;0.5;12
2019;August;20;MM;St Maarten;Fish Bowl;3;3;0.5;3
2019;August;20;MM;St Maarten;Fish Bowl;3;3;1;7
2019;August;20;MM;St Maarten;Fish Bowl;3;4;0.3;15
2019;August;20;MM;St Maarten;Fish Bowl;3;4;0;15
2019;August;20;MM;St Maarten;Fish Bowl;3;4;0.3;10
2019;August;20;MM;St Maarten;Fish Bowl;3;4;2;7
2019;August;20;MM;St Maarten;Fish Bowl;3;5;1;5
2019;August;20;MM;St Maarten;Fish Bowl;3;5;1;5
2019;August;20;MM;St Maarten;Fish Bowl;3;5;0.5;7
2019;August;20;MM;St Maarten;Fish Bowl;3;5;0;3
2019;August;21;MM;St Maarten;Shark Hotel;1;1;0.5;12
2019;August;21;MM;St Maarten;Shark Hotel;1;1;0.5;10
2019;August;21;MM;St Maarten;Shark Hotel;1;1;1;3
2019;August;21;MM;St Maarten;Shark Hotel;1;1;1;3
2019;August;21;MM;St Maarten;Shark Hotel;1;2;1;5
2019;August;21;MM;St Maarten;Shark Hotel;1;2;1;7
2019;August;21;MM;St Maarten;Shark Hotel;1;2;0.5;5
2019;August;21;MM;St Maarten;Shark Hotel;1;2;0.5;3
2019;August;21;MM;St Maarten;Shark Hotel;1;3;2;7
2019;August;21;MM;St Maarten;Shark Hotel;1;3;0.5;7
2019;August;21;MM;St Maarten;Shark Hotel;1;3;1;3
2019;August;21;MM;St Maarten;Shark Hotel;1;3;0.5;5
2019;August;21;MM;St Maarten;Shark Hotel;1;4;1;5
2019;August;21;MM;St Maarten;Shark Hotel;1;4;1;5
2019;August;21;MM;St Maarten;Shark Hotel;1;4;1;5
2019;August;21;MM;St Maarten;Shark Hotel;1;4;0;3
2019;August;21;MM;St Maarten;Shark Hotel;1;5;2;5
2019;August;21;MM;St Maarten;Shark Hotel;1;5;0;5
2019;August;21;MM;St Maarten;Shark Hotel;1;5;1;5
2019;August;21;MM;St Maarten;Shark Hotel;1;5;1;7
2019;August;21;MM;St Maarten;Shark Hotel;2;1;1;7
2019;August;21;MM;St Maarten;Shark Hotel;2;1;1;10
2019;August;21;MM;St Maarten;Shark Hotel;2;1;0;7
2019;August;21;MM;St Maarten;Shark Hotel;2;1;1;10
2019;August;21;MM;St Maarten;Shark Hotel;2;2;1;10
2019;August;21;MM;St Maarten;Shark Hotel;2;2;1.5;5
2019;August;21;MM;St Maarten;Shark Hotel;2;2;0.5;10
2019;August;21;MM;St Maarten;Shark Hotel;2;2;2;8
2019;August;21;MM;St Maarten;Shark Hotel;2;3;0.5;3
2019;August;21;MM;St Maarten;Shark Hotel;2;3;2;4
2019;August;21;MM;St Maarten;Shark Hotel;2;3;0.5;2
2019;August;21;MM;St Maarten;Shark Hotel;2;3;1;3
2019;August;21;MM;St Maarten;Shark Hotel;2;4;2.5;3
2019;August;21;MM;St Maarten;Shark Hotel;2;4;1;2
2019;August;21;MM;St Maarten;Shark Hotel;2;4;1;3
2019;August;21;MM;St Maarten;Shark Hotel;2;4;1;2
2019;August;21;MM;St Maarten;Shark Hotel;2;5;1;3
2019;August;21;MM;St Maarten;Shark Hotel;2;5;1;3
2019;August;21;MM;St Maarten;Shark Hotel;2;5;1.5;2
2019;August;21;MM;St Maarten;Shark Hotel;2;5;1;7
2019;August;21;MM;St Maarten;Shark Hotel;3;1;1.5;7
2019;August;21;MM;St Maarten;Shark Hotel;3;1;4;5
2019;August;21;MM;St Maarten;Shark Hotel;3;1;2;7
2019;August;21;MM;St Maarten;Shark Hotel;3;1;2;5
2019;August;21;MM;St Maarten;Shark Hotel;3;2;1.5;4
2019;August;21;MM;St Maarten;Shark Hotel;3;2;1;3
2019;August;21;MM;St Maarten;Shark Hotel;3;2;0.5;2
2019;August;21;MM;St Maarten;Shark Hotel;3;2;1.5;5
2019;August;21;MM;St Maarten;Shark Hotel;3;3;1.5;3
2019;August;21;MM;St Maarten;Shark Hotel;3;3;1;3
2019;August;21;MM;St Maarten;Shark Hotel;3;3;2;2
2019;August;21;MM;St Maarten;Shark Hotel;3;3;1;7
2019;August;21;MM;St Maarten;Shark Hotel;3;4;1;2
2019;August;21;MM;St Maarten;Shark Hotel;3;4;1;7
2019;August;21;MM;St Maarten;Shark Hotel;3;4;0.5;2
2019;August;21;MM;St Maarten;Shark Hotel;3;4;0.5;3
2019;August;21;MM;St Maarten;Shark Hotel;3;5;1;3
2019;August;21;MM;St Maarten;Shark Hotel;3;5;0.5;2
2019;August;21;MM;St Maarten;Shark Hotel;3;5;1;5
2019;August;21;MM;St Maarten;Shark Hotel;3;5;2;5
2019;August;22;MM;St Maarten;Long Bay Reef;1;1;3;8
2019;August;22;MM;St Maarten;Long Bay Reef;1;1;2.5;12
2019;August;22;MM;St Maarten;Long Bay Reef;1;1;4;12
2019;August;22;MM;St Maarten;Long Bay Reef;1;1;3;8
2019;August;22;MM;St Maarten;Long Bay Reef;1;2;1.5;15
2019;August;22;MM;St Maarten;Long Bay Reef;1;2;3;15
2019;August;22;MM;St Maarten;Long Bay Reef;1;2;4;8
2019;August;22;MM;St Maarten;Long Bay Reef;1;2;1;14
2019;August;22;MM;St Maarten;Long Bay Reef;1;3;2.5;5
2019;August;22;MM;St Maarten;Long Bay Reef;1;3;4;8
2019;August;22;MM;St Maarten;Long Bay Reef;1;3;3;21
2019;August;22;MM;St Maarten;Long Bay Reef;1;3;5;15
2019;August;22;MM;St Maarten;Long Bay Reef;1;4;3.5;5
2019;August;22;MM;St Maarten;Long Bay Reef;1;4;3;10
2019;August;22;MM;St Maarten;Long Bay Reef;1;4;6;10
2019;August;22;MM;St Maarten;Long Bay Reef;1;4;4;10
2019;August;22;MM;St Maarten;Long Bay Reef;1;5;6;12
2019;August;22;MM;St Maarten;Long Bay Reef;1;5;10;8
2019;August;22;MM;St Maarten;Long Bay Reef;1;5;8;15
2019;August;22;MM;St Maarten;Long Bay Reef;1;5;4;10
2019;August;22;MM;St Maarten;Long Bay Reef;2;1;3;15
2019;August;22;MM;St Maarten;Long Bay Reef;2;1;9;10
2019;August;22;MM;St Maarten;Long Bay Reef;2;1;3;10
2019;August;22;MM;St Maarten;Long Bay Reef;2;1;4;10
2019;August;22;MM;St Maarten;Long Bay Reef;2;2;7;10
2019;August;22;MM;St Maarten;Long Bay Reef;2;2;2;10
2019;August;22;MM;St Maarten;Long Bay Reef;2;2;3;8
2019;August;22;MM;St Maarten;Long Bay Reef;2;2;2;3
2019;August;22;MM;St Maarten;Long Bay Reef;2;3;3;4
2019;August;22;MM;St Maarten;Long Bay Reef;2;3;2;7
2019;August;22;MM;St Maarten;Long Bay Reef;2;3;3;15
2019;August;22;MM;St Maarten;Long Bay Reef;2;3;5;6
2019;August;22;MM;St Maarten;Long Bay Reef;2;4;5;3
2019;August;22;MM;St Maarten;Long Bay Reef;2;4;2;7
2019;August;22;MM;St Maarten;Long Bay Reef;2;4;5;10
2019;August;22;MM;St Maarten;Long Bay Reef;2;4;1;12
2019;August;22;MM;St Maarten;Long Bay Reef;2;5;3;8
2019;August;22;MM;St Maarten;Long Bay Reef;2;5;5;10
2019;August;22;MM;St Maarten;Long Bay Reef;2;5;2;10
2019;August;22;MM;St Maarten;Long Bay Reef;2;5;6;8
2019;August;22;MM;St Maarten;Long Bay Reef;3;1;3;10
2019;August;22;MM;St Maarten;Long Bay Reef;3;1;3;3
2019;August;22;MM;St Maarten;Long Bay Reef;3;1;3;10
2019;August;22;MM;St Maarten;Long Bay Reef;3;1;4;5
2019;August;22;MM;St Maarten;Long Bay Reef;3;2;2.5;12
2019;August;22;MM;St Maarten;Long Bay Reef;3;2;3;8
2019;August;22;MM;St Maarten;Long Bay Reef;3;2;3;8
2019;August;22;MM;St Maarten;Long Bay Reef;3;2;3;15
2019;August;22;MM;St Maarten;Long Bay Reef;3;3;4;5
2019;August;22;MM;St Maarten;Long Bay Reef;3;3;6;10
2019;August;22;MM;St Maarten;Long Bay Reef;3;3;4;15
2019;August;22;MM;St Maarten;Long Bay Reef;3;3;3;7
2019;August;22;MM;St Maarten;Long Bay Reef;3;4;4;5
2019;August;22;MM;St Maarten;Long Bay Reef;3;4;1;7
2019;August;22;MM;St Maarten;Long Bay Reef;3;4;3;8
2019;August;22;MM;St Maarten;Long Bay Reef;3;4;4;8
2019;August;22;MM;St Maarten;Long Bay Reef;3;5;3;5
2019;August;22;MM;St Maarten;Long Bay Reef;3;5;4;10
2019;August;22;MM;St Maarten;Long Bay Reef;3;5;2;7
2019;August;22;MM;St Maarten;Long Bay Reef;3;5;3;8
2019;August;22;MM;St Maarten;Frenchman Reef;1;1;2;15
2019;August;22;MM;St Maarten;Frenchman Reef;1;1;3;8
2019;August;22;MM;St Maarten;Frenchman Reef;1;1;2;12
2019;August;22;MM;St Maarten;Frenchman Reef;1;1;3;10
2019;August;22;MM;St Maarten;Frenchman Reef;1;2;3;8
2019;August;22;MM;St Maarten;Frenchman Reef;1;2;2;5
2019;August;22;MM;St Maarten;Frenchman Reef;1;2;1;5
2019;August;22;MM;St Maarten;Frenchman Reef;1;2;1;7
2019;August;22;MM;St Maarten;Frenchman Reef;1;3;3;10
2019;August;22;MM;St Maarten;Frenchman Reef;1;3;3;11
2019;August;22;MM;St Maarten;Frenchman Reef;1;3;2;12
2019;August;22;MM;St Maarten;Frenchman Reef;1;3;2.5;9
2019;August;22;MM;St Maarten;Frenchman Reef;1;4;2;5
2019;August;22;MM;St Maarten;Frenchman Reef;1;4;2.5;5
2019;August;22;MM;St Maarten;Frenchman Reef;1;4;3;8
2019;August;22;MM;St Maarten;Frenchman Reef;1;4;1;10
2019;August;22;MM;St Maarten;Frenchman Reef;1;5;3;12
2019;August;22;MM;St Maarten;Frenchman Reef;1;5;2;15
2019;August;22;MM;St Maarten;Frenchman Reef;1;5;3;10
2019;August;22;MM;St Maarten;Frenchman Reef;1;5;4;10
2019;August;22;MM;St Maarten;Frenchman Reef;2;1;2;2
2019;August;22;MM;St Maarten;Frenchman Reef;2;1;2;10
2019;August;22;MM;St Maarten;Frenchman Reef;2;1;3;10
2019;August;22;MM;St Maarten;Frenchman Reef;2;1;2;5
2019;August;22;MM;St Maarten;Frenchman Reef;2;2;2;2
2019;August;22;MM;St Maarten;Frenchman Reef;2;2;2;3
2019;August;22;MM;St Maarten;Frenchman Reef;2;2;2;5
2019;August;22;MM;St Maarten;Frenchman Reef;2;2;1;7
2019;August;22;MM;St Maarten;Frenchman Reef;2;3;2;2
2019;August;22;MM;St Maarten;Frenchman Reef;2;3;0;5
2019;August;22;MM;St Maarten;Frenchman Reef;2;3;0;2
2019;August;22;MM;St Maarten;Frenchman Reef;2;3;0;2
2019;August;22;MM;St Maarten;Frenchman Reef;2;4;4;5
2019;August;22;MM;St Maarten;Frenchman Reef;2;4;1;3
2019;August;22;MM;St Maarten;Frenchman Reef;2;4;3;5
2019;August;22;MM;St Maarten;Frenchman Reef;2;4;2;3
2019;August;22;MM;St Maarten;Frenchman Reef;2;5;3;12
2019;August;22;MM;St Maarten;Frenchman Reef;2;5;5;7
2019;August;22;MM;St Maarten;Frenchman Reef;2;5;2;10
2019;August;22;MM;St Maarten;Frenchman Reef;2;5;2;10
2019;August;22;MM;St Maarten;Frenchman Reef;3;1;2;5
2019;August;22;MM;St Maarten;Frenchman Reef;3;1;4;12
2019;August;22;MM;St Maarten;Frenchman Reef;3;1;2;10
2019;August;22;MM;St Maarten;Frenchman Reef;3;1;3;10
2019;August;22;MM;St Maarten;Frenchman Reef;3;2;3;5
2019;August;22;MM;St Maarten;Frenchman Reef;3;2;2;7
2019;August;22;MM;St Maarten;Frenchman Reef;3;2;1;5
2019;August;22;MM;St Maarten;Frenchman Reef;3;2;1;10
2019;August;22;MM;St Maarten;Frenchman Reef;3;3;2;7
2019;August;22;MM;St Maarten;Frenchman Reef;3;3;3;10
2019;August;22;MM;St Maarten;Frenchman Reef;3;3;2;7
2019;August;22;MM;St Maarten;Frenchman Reef;3;3;2;5
2019;August;22;MM;St Maarten;Frenchman Reef;3;4;1;3
2019;August;22;MM;St Maarten;Frenchman Reef;3;4;2;7
2019;August;22;MM;St Maarten;Frenchman Reef;3;4;2;15
2019;August;22;MM;St Maarten;Frenchman Reef;3;4;2;10
2019;August;22;MM;St Maarten;Frenchman Reef;3;5;4;8
2019;August;22;MM;St Maarten;Frenchman Reef;3;5;2;10
2019;August;22;MM;St Maarten;Frenchman Reef;3;5;4;10
2019;August;22;MM;St Maarten;Frenchman Reef;3;5;5;8
2019;August;23;MM;St Maarten;Proselyte Reef;1;1;2;10
2019;August;23;MM;St Maarten;Proselyte Reef;1;1;3;10
2019;August;23;MM;St Maarten;Proselyte Reef;1;1;2.5;7
2019;August;23;MM;St Maarten;Proselyte Reef;1;1;1;8
2019;August;23;MM;St Maarten;Proselyte Reef;1;2;1;5
2019;August;23;MM;St Maarten;Proselyte Reef;1;2;1;3
2019;August;23;MM;St Maarten;Proselyte Reef;1;2;1.5;8
2019;August;23;MM;St Maarten;Proselyte Reef;1;2;1;7
2019;August;23;MM;St Maarten;Proselyte Reef;1;3;1;10
2019;August;23;MM;St Maarten;Proselyte Reef;1;3;2;5
2019;August;23;MM;St Maarten;Proselyte Reef;1;3;2;8
2019;August;23;MM;St Maarten;Proselyte Reef;1;3;1;5
2019;August;23;MM;St Maarten;Proselyte Reef;1;4;2;6
2019;August;23;MM;St Maarten;Proselyte Reef;1;4;2.5;10
2019;August;23;MM;St Maarten;Proselyte Reef;1;4;2;12
2019;August;23;MM;St Maarten;Proselyte Reef;1;4;1;10
2019;August;23;MM;St Maarten;Proselyte Reef;1;5;1;3
2019;August;23;MM;St Maarten;Proselyte Reef;1;5;1.5;7
2019;August;23;MM;St Maarten;Proselyte Reef;1;5;2;8
2019;August;23;MM;St Maarten;Proselyte Reef;1;5;2;5
2019;August;23;MM;St Maarten;Proselyte Reef;2;1;1.5;2
2019;August;23;MM;St Maarten;Proselyte Reef;2;1;1;0
2019;August;23;MM;St Maarten;Proselyte Reef;2;1;2;3
2019;August;23;MM;St Maarten;Proselyte Reef;2;1;1;5
2019;August;23;MM;St Maarten;Proselyte Reef;2;2;1;10
2019;August;23;MM;St Maarten;Proselyte Reef;2;2;2;10
2019;August;23;MM;St Maarten;Proselyte Reef;2;2;3;8
2019;August;23;MM;St Maarten;Proselyte Reef;2;2;3;5
2019;August;23;MM;St Maarten;Proselyte Reef;2;3;2;3
2019;August;23;MM;St Maarten;Proselyte Reef;2;3;2;6
2019;August;23;MM;St Maarten;Proselyte Reef;2;3;1.5;6
2019;August;23;MM;St Maarten;Proselyte Reef;2;3;2;0
2019;August;23;MM;St Maarten;Proselyte Reef;2;4;2;10
2019;August;23;MM;St Maarten;Proselyte Reef;2;4;2;10
2019;August;23;MM;St Maarten;Proselyte Reef;2;4;1.5;8
2019;August;23;MM;St Maarten;Proselyte Reef;2;4;3;10
2019;August;23;MM;St Maarten;Proselyte Reef;2;5;1;10
2019;August;23;MM;St Maarten;Proselyte Reef;2;5;3;12
2019;August;23;MM;St Maarten;Proselyte Reef;2;5;2;12
2019;August;23;MM;St Maarten;Proselyte Reef;2;5;1;10
2019;August;23;MM;St Maarten;Proselyte Reef;3;1;0.5;5
2019;August;23;MM;St Maarten;Proselyte Reef;3;1;1;3
2019;August;23;MM;St Maarten;Proselyte Reef;3;1;2;5
2019;August;23;MM;St Maarten;Proselyte Reef;3;1;1;3
2019;August;23;MM;St Maarten;Proselyte Reef;3;2;2;5
2019;August;23;MM;St Maarten;Proselyte Reef;3;2;1.5;5
2019;August;23;MM;St Maarten;Proselyte Reef;3;2;1;8
2019;August;23;MM;St Maarten;Proselyte Reef;3;2;2;9
2019;August;23;MM;St Maarten;Proselyte Reef;3;3;0.5;5
2019;August;23;MM;St Maarten;Proselyte Reef;3;3;1;5
2019;August;23;MM;St Maarten;Proselyte Reef;3;3;0;0
2019;August;23;MM;St Maarten;Proselyte Reef;3;3;1;3
2019;August;23;MM;St Maarten;Proselyte Reef;3;4;1;5
2019;August;23;MM;St Maarten;Proselyte Reef;3;4;1;3
2019;August;23;MM;St Maarten;Proselyte Reef;3;4;0.5;7
2019;August;23;MM;St Maarten;Proselyte Reef;3;4;1;6
2019;August;23;MM;St Maarten;Proselyte Reef;3;5;1;5
2019;August;23;MM;St Maarten;Proselyte Reef;3;5;1;10
2019;August;23;MM;St Maarten;Proselyte Reef;3;5;0.5;8
2019;August;23;MM;St Maarten;Proselyte Reef;3;5;2;7
2019;August;27;MM;St Maarten;Mikes Mazes;1;1;1;5
2019;August;27;MM;St Maarten;Mikes Mazes;1;1;2;5
2019;August;27;MM;St Maarten;Mikes Mazes;1;1;2;3
2019;August;27;MM;St Maarten;Mikes Mazes;1;1;1.5;9
2019;August;27;MM;St Maarten;Mikes Mazes;1;2;1.5;3
2019;August;27;MM;St Maarten;Mikes Mazes;1;2;1;5
2019;August;27;MM;St Maarten;Mikes Mazes;1;2;1;4
2019;August;27;MM;St Maarten;Mikes Mazes;1;2;1.5;7
2019;August;27;MM;St Maarten;Mikes Mazes;1;3;1.5;3
2019;August;27;MM;St Maarten;Mikes Mazes;1;3;0.5;2
2019;August;27;MM;St Maarten;Mikes Mazes;1;3;1;5
2019;August;27;MM;St Maarten;Mikes Mazes;1;3;2;3
2019;August;27;MM;St Maarten;Mikes Mazes;1;4;2;3
2019;August;27;MM;St Maarten;Mikes Mazes;1;4;1;5
2019;August;27;MM;St Maarten;Mikes Mazes;1;4;1.5;12
2019;August;27;MM;St Maarten;Mikes Mazes;1;4;0.5;5
2019;August;27;MM;St Maarten;Mikes Mazes;1;5;1.5;5
2019;August;27;MM;St Maarten;Mikes Mazes;1;5;2;7
2019;August;27;MM;St Maarten;Mikes Mazes;1;5;1;7
2019;August;27;MM;St Maarten;Mikes Mazes;1;5;1;10
2019;August;27;MM;St Maarten;Mikes Mazes;2;1;0.5;2
2019;August;27;MM;St Maarten;Mikes Mazes;2;1;1;3
2019;August;27;MM;St Maarten;Mikes Mazes;2;1;1;5
2019;August;27;MM;St Maarten;Mikes Mazes;2;1;1;5
2019;August;27;MM;St Maarten;Mikes Mazes;2;2;1;5
2019;August;27;MM;St Maarten;Mikes Mazes;2;2;1;3
2019;August;27;MM;St Maarten;Mikes Mazes;2;2;1.5;6
2019;August;27;MM;St Maarten;Mikes Mazes;2;2;1.5;7
2019;August;27;MM;St Maarten;Mikes Mazes;2;3;2;10
2019;August;27;MM;St Maarten;Mikes Mazes;2;3;2;10
2019;August;27;MM;St Maarten;Mikes Mazes;2;3;2;5
2019;August;27;MM;St Maarten;Mikes Mazes;2;3;2;5
2019;August;27;MM;St Maarten;Mikes Mazes;2;4;1;3
2019;August;27;MM;St Maarten;Mikes Mazes;2;4;1.5;4
2019;August;27;MM;St Maarten;Mikes Mazes;2;4;1;3
2019;August;27;MM;St Maarten;Mikes Mazes;2;4;1.5;2
2019;August;27;MM;St Maarten;Mikes Mazes;2;5;1.5;5
2019;August;27;MM;St Maarten;Mikes Mazes;2;5;2;7
2019;August;27;MM;St Maarten;Mikes Mazes;2;5;1;7
2019;August;27;MM;St Maarten;Mikes Mazes;2;5;2;5
2019;August;27;MM;St Maarten;Mikes Mazes;3;1;0.3;2
2019;August;27;MM;St Maarten;Mikes Mazes;3;1;0;2
2019;August;27;MM;St Maarten;Mikes Mazes;3;1;0.5;2
2019;August;27;MM;St Maarten;Mikes Mazes;3;1;0;4
2019;August;27;MM;St Maarten;Mikes Mazes;3;2;2;3
2019;August;27;MM;St Maarten;Mikes Mazes;3;2;2;7
2019;August;27;MM;St Maarten;Mikes Mazes;3;2;2;5
2019;August;27;MM;St Maarten;Mikes Mazes;3;2;0.5;5
2019;August;27;MM;St Maarten;Mikes Mazes;3;3;0;2
2019;August;27;MM;St Maarten;Mikes Mazes;3;3;0;3
2019;August;27;MM;St Maarten;Mikes Mazes;3;3;3;5
2019;August;27;MM;St Maarten;Mikes Mazes;3;3;3;5
2019;August;27;MM;St Maarten;Mikes Mazes;3;4;0;5
2019;August;27;MM;St Maarten;Mikes Mazes;3;4;0.5;3
2019;August;27;MM;St Maarten;Mikes Mazes;3;4;0.5;5
2019;August;27;MM;St Maarten;Mikes Mazes;3;4;1;3
2019;August;27;MM;St Maarten;Mikes Mazes;3;5;0;3
2019;August;27;MM;St Maarten;Mikes Mazes;3;5;0;3
2019;August;27;MM;St Maarten;Mikes Mazes;3;5;1;5
2019;August;27;MM;St Maarten;Mikes Mazes;3;5;1;2
2020;November;24;MM;St Maarten;Moonscape;1;1;2;2
2020;November;24;MM;St Maarten;Moonscape;1;1;3;4
2020;November;24;MM;St Maarten;Moonscape;1;1;1.5;5
2020;November;24;MM;St Maarten;Moonscape;1;1;1.5;8
2020;November;24;MM;St Maarten;Moonscape;1;2;3;5
2020;November;24;MM;St Maarten;Moonscape;1;2;1.5;5
2020;November;24;MM;St Maarten;Moonscape;1;2;2;7
2020;November;24;MM;St Maarten;Moonscape;1;2;5;3
2020;November;24;MM;St Maarten;Moonscape;1;3;3;2
2020;November;24;MM;St Maarten;Moonscape;1;3;2;3
2020;November;24;MM;St Maarten;Moonscape;1;3;2;3
2020;November;24;MM;St Maarten;Moonscape;1;3;5;5
2020;November;24;MM;St Maarten;Moonscape;1;4;2;5
2020;November;24;MM;St Maarten;Moonscape;1;4;2;2
2020;November;24;MM;St Maarten;Moonscape;1;4;1;7
2020;November;24;MM;St Maarten;Moonscape;1;4;2;7
2020;November;24;MM;St Maarten;Moonscape;1;5;4;7
2020;November;24;MM;St Maarten;Moonscape;1;5;2;3
2020;November;24;MM;St Maarten;Moonscape;1;5;3;7
2020;November;24;MM;St Maarten;Moonscape;1;5;4;8
2020;November;24;MM;St Maarten;Moonscape;2;1;2;12
2020;November;24;MM;St Maarten;Moonscape;2;1;3;17
2020;November;24;MM;St Maarten;Moonscape;2;1;2;11
2020;November;24;MM;St Maarten;Moonscape;2;1;1;12
2020;November;24;MM;St Maarten;Moonscape;2;2;2;20
2020;November;24;MM;St Maarten;Moonscape;2;2;3;15
2020;November;24;MM;St Maarten;Moonscape;2;2;1;10
2020;November;24;MM;St Maarten;Moonscape;2;2;1.5;13
2020;November;24;MM;St Maarten;Moonscape;2;3;1;3
2020;November;24;MM;St Maarten;Moonscape;2;3;1.5;7
2020;November;24;MM;St Maarten;Moonscape;2;3;3;10
2020;November;24;MM;St Maarten;Moonscape;2;3;1;5
2020;November;24;MM;St Maarten;Moonscape;2;4;2;5
